Unnamed: 0,Unnamed: 1,Q105_1,Q105_2,Q105_3,Q105_4,Q105_5,Q105_6,Q105_7,Q105_8,Q105_9,Q105_10,Q105_11,Q105_12,Q105_13,Q105_14,Q105_15,Q105_16,Q105_17,Q105_18,Q105_19,Q105_20,Q105_21,Q105_22,Q105_23,Q105_24,Q105_25,Q105_26,Q105_27,Q105_28,Q105_29,Q105_30,Q105_31,Q105_32,Q105_33,Q105_34,MAx1,Max2,Max3,Scenario 1 ,Unnamed: 40,Scenario 2 ,Unnamed: 42,Scenario 3 ,Unnamed: 44,Scenario 4,Unnamed: 46,Scenario 5 ,Unnamed: 48
"LWDMI Choice_June 13, 2024_13.463",460,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,4,6,5,6,5,4,5,6,5,6,5,6,6,5,6,5,55.0,65.0,64.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.464",461,6,5,6,5,6,5,6,5,6,5,6,4,6,5,6,5,6,5,6,5,5,4,5,6,6,5,5,5,6,5,6,5,5,6,55.0,63.0,65.0,10.0,10.0,10.0,10.0,10.0,6.0,10.0,10.0,8.0,10.0
"LWDMI Choice_June 13, 2024_13.465",462,6,6,6,6,5,5,3,5,5,5,5,2,5,5,5,5,5,5,2,5,2,2,2,5,5,5,5,5,5,2,5,5,5,1,52.0,48.0,50.0,10.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.466",463,6,6,6,5,6,6,6,6,5,6,4,6,6,5,1,4,6,5,6,5,6,1,6,6,5,6,6,6,6,6,6,5,6,2,58.0,55.0,66.0,10.0,1.0,2.0,8.0,1.0,1.0,10.0,1.0,9.0,1.0
"LWDMI Choice_June 13, 2024_13.467",464,5,5,4,5,4,4,4,5,5,4,4,4,5,5,5,4,1,5,4,4,4,4,5,5,4,4,5,5,5,4,4,5,4,4,45.0,49.0,54.0,2.0,1.0,9.0,4.0,8.0,5.0,8.0,3.0,9.0,8.0
"LWDMI Choice_June 13, 2024_13.468",465,4,5,4,5,4,4,3,4,4,5,4,5,5,4,5,4,5,4,5,5,4,5,4,4,5,4,5,4,5,4,5,4,5,4,42.0,55.0,53.0,2.0,7.0,7.0,7.0,3.0,3.0,7.0,7.0,8.0,7.0
"LWDMI Choice_June 13, 2024_13.469",466,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,55.0,66.0,66.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0
"LWDMI Choice_June 13, 2024_13.470",467,4,5,5,4,4,5,5,4,4,5,5,4,5,4,5,4,5,4,5,4,4,5,5,4,5,4,5,4,5,4,4,5,5,5,45.0,54.0,55.0,0.0,10.0,7.0,7.0,0.0,0.0,9.0,7.0,7.0,7.0
"LWDMI Choice_June 13, 2024_13.473",470,5,4,5,4,4,5,4,5,5,4,4,5,4,4,5,4,5,4,4,5,4,5,5,4,5,5,4,4,5,5,4,5,4,5,45.0,53.0,55.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0
"LWDMI Choice_June 13, 2024_13.475",472,4,5,4,4,4,5,5,5,4,5,4,5,4,5,5,4,4,5,5,4,4,5,5,4,5,4,5,4,5,5,4,5,5,4,45.0,54.0,55.0,1.0,9.0,2.0,6.0,0.0,0.0,8.0,1.0,8.0,8.0
"LWDMI Choice_June 13, 2024_13.476",473,6,5,4,5,4,3,4,5,4,2,5,3,4,5,6,5,4,5,5,6,5,3,4,5,5,4,3,4,5,4,3,5,4,5,42.0,56.0,51.0,8.0,1.0,2.0,7.0,8.0,2.0,0.0,6.0,8.0,3.0
"LWDMI Choice_June 13, 2024_13.477",474,6,6,5,5,6,6,5,6,5,6,1,2,3,4,3,4,5,4,3,6,2,4,5,4,4,5,4,4,2,4,5,5,3,5,56.0,41.0,50.0,10.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0
"LWDMI Choice_June 13, 2024_13.478",475,6,5,6,5,6,5,4,6,2,6,5,4,5,6,5,6,6,2,6,5,6,2,5,6,5,5,6,5,5,6,5,5,4,5,51.0,58.0,62.0,3.0,9.0,9.0,8.0,8.0,9.0,8.0,7.0,8.0,8.0
"LWDMI Choice_June 13, 2024_13.479",476,5,4,5,4,5,4,5,4,3,3,5,2,4,4,4,5,4,5,4,2,4,2,2,5,4,5,5,5,4,4,5,4,2,2,42.0,45.0,47.0,7.0,8.0,8.0,8.0,2.0,3.0,9.0,7.0,7.0,8.0
"LWDMI Choice_June 13, 2024_13.482",479,5,4,5,6,5,4,5,5,5,6,5,4,5,5,5,6,4,5,5,6,5,5,5,5,6,5,4,5,5,4,5,6,5,5,50.0,60.0,60.0,9.0,10.0,10.0,10.0,9.0,8.0,10.0,9.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.484",481,5,6,5,4,5,6,5,4,5,6,5,4,5,6,6,5,4,5,6,5,4,6,6,5,4,5,6,5,4,5,6,5,4,5,51.0,61.0,60.0,9.0,8.0,10.0,9.0,9.0,10.0,9.0,9.0,9.0,10.0
"LWDMI Choice_June 13, 2024_13.485",482,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,5,3,1,4,5,4,3,5,4,3,5,4,5,3,5,41.0,44.0,50.0,8.0,9.0,10.0,8.0,9.0,9.0,9.0,5.0,9.0,9.0
"LWDMI Choice_June 13, 2024_13.487",484,5,4,5,6,5,5,3,5,5,4,5,5,4,4,5,5,5,3,4,5,4,2,3,3,5,3,5,4,5,3,4,5,4,2,47.0,51.0,46.0,8.0,7.0,4.0,2.0,1.0,1.0,9.0,8.0,9.0,3.0
"LWDMI Choice_June 13, 2024_13.488",485,6,5,6,5,6,5,6,6,5,5,6,5,6,6,5,6,5,6,6,5,6,5,6,5,6,5,6,6,5,5,6,5,5,6,55.0,67.0,66.0,10.0,9.0,10.0,10.0,10.0,0.0,9.0,3.0,8.0,10.0
"LWDMI Choice_June 13, 2024_13.506",503,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,50.0,57.0,60.0,1.0,5.0,5.0,5.0,1.0,0.0,5.0,5.0,9.0,9.0
"LWDMI Choice_June 13, 2024_13.507",504,5,6,4,5,6,3,4,5,6,4,5,6,4,2,4,6,5,2,4,6,5,3,5,6,3,5,6,4,5,3,4,6,5,4,48.0,52.0,56.0,8.0,8.0,9.0,8.0,8.0,3.0,7.0,1.0,8.0,10.0
"LWDMI Choice_June 13, 2024_13.518",515,4,5,6,4,4,5,5,5,5,5,6,6,5,6,6,6,2,1,6,1,2,1,1,1,3,2,6,1,2,2,2,2,6,1,48.0,48.0,29.0,10.0,7.0,7.0,9.0,10.0,10.0,8.0,8.0,9.0,9.0
"LWDMI Choice_June 13, 2024_13.519",516,3,5,6,6,5,6,5,6,5,6,5,6,5,6,5,5,6,5,6,5,6,5,6,5,6,5,5,6,5,6,5,5,6,5,53.0,65.0,65.0,0.0,10.0,10.0,10.0,0.0,0.0,10.0,0.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.523",520,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,6,5,6,5,6,5,6,5,6,4,6,55.0,66.0,66.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.526",523,3,4,5,5,5,3,3,3,3,3,3,3,3,3,4,5,6,6,4,3,3,4,4,4,4,5,6,5,4,3,3,4,5,5,37.0,47.0,52.0,9.0,0.0,10.0,9.0,2.0,9.0,0.0,9.0,9.0,0.0
"LWDMI Choice_June 13, 2024_13.528",525,5,6,6,5,5,5,4,5,3,4,3,5,5,5,4,4,3,4,5,4,4,3,6,5,5,5,5,6,6,6,6,6,6,5,48.0,49.0,67.0,5.0,10.0,1.0,1.0,7.0,7.0,8.0,5.0,2.0,0.0
"LWDMI Choice_June 13, 2024_13.533",530,6,6,5,4,5,5,6,5,5,4,3,4,5,6,6,5,4,3,4,5,6,5,4,3,4,5,6,5,4,4,5,5,6,5,51.0,56.0,56.0,8.0,10.0,10.0,9.0,9.0,9.0,7.0,8.0,9.0,9.0
"LWDMI Choice_June 13, 2024_13.539",536,6,5,4,4,5,6,5,4,4,5,6,5,5,6,5,4,4,4,5,6,5,4,3,4,5,6,5,4,3,4,5,6,5,5,48.0,59.0,55.0,9.0,9.0,9.0,9.0,8.0,10.0,10.0,8.0,8.0,9.0
"LWDMI Choice_June 13, 2024_13.545",542,4,6,5,5,4,5,4,6,5,4,6,5,3,5,4,5,3,4,5,3,5,4,5,3,5,4,5,3,5,4,5,3,5,4,48.0,52.0,51.0,7.0,7.0,7.0,6.0,6.0,4.0,6.0,6.0,6.0,7.0
"LWDMI Choice_June 13, 2024_13.560",557,6,5,4,5,4,6,5,5,4,5,4,4,5,4,6,5,4,6,4,4,5,5,5,4,5,4,6,5,6,5,5,4,5,6,49.0,56.0,60.0,7.0,7.0,7.0,6.0,7.0,6.0,8.0,6.0,8.0,7.0
"LWDMI Choice_June 13, 2024_13.561",558,4,5,6,5,4,5,4,6,4,5,5,6,4,5,4,5,4,5,5,4,5,5,6,5,5,4,5,6,5,6,5,4,5,6,48.0,57.0,62.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.564",561,5,5,6,4,3,6,5,4,5,6,5,5,6,6,5,5,5,6,6,4,3,4,5,4,5,6,5,5,4,5,6,5,5,6,49.0,60.0,61.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0
"LWDMI Choice_June 13, 2024_13.575",572,5,5,5,5,5,5,4,5,6,5,5,4,5,4,5,4,4,5,4,5,5,5,5,5,4,5,4,5,4,5,4,4,5,4,50.0,55.0,54.0,8.0,6.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0
"LWDMI Choice_June 13, 2024_13.576",573,6,6,6,3,4,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,5,6,5,5,4,4,2,4,2,2,6,6,6,6,55.0,21.0,52.0,10.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0
LWDMI+v3_13+June+2024_18.12,579,6,6,5,2,6,5,6,5,2,6,1,4,3,3,3,2,2,4,4,4,6,5,2,1,1,2,1,1,1,1,3,3,2,2,49.0,41.0,20.0,1.0,1.0,3.0,1.0,11.0,10.0,11.0,1.0,9.0,10.0
LWDMI+v3_13+June+2024_18.14,581,5,5,5,5,5,6,6,4,3,4,2,2,2,4,4,4,3,4,3,4,2,4,3,3,4,4,4,4,4,4,4,5,5,3,48.0,38.0,47.0,3.0,9.0,8.0,3.0,1.0,1.0,8.0,9.0,9.0,3.0
LWDMI+v3_13+June+2024_18.15,582,4,5,5,5,3,4,5,5,5,5,4,5,5,4,2,3,2,4,4,3,3,3,3,4,2,2,2,3,3,4,3,2,3,3,46.0,42.0,34.0,8.0,4.0,8.0,4.0,2.0,1.0,9.0,3.0,2.0,7.0
LWDMI+v3_13+June+2024_18.16,583,6,6,6,6,4,6,6,6,5,6,4,4,4,5,6,5,2,4,2,4,5,5,2,1,1,1,1,2,1,1,4,2,4,2,57.0,50.0,22.0,6.0,4.0,6.0,6.0,1.0,3.0,10.0,4.0,10.0,9.0
LWDMI+v3_13+June+2024_18.17,584,5,5,6,4,4,4,5,6,4,5,2,2,3,3,2,3,1,3,4,4,2,4,2,3,3,4,3,3,3,2,2,5,4,3,48.0,33.0,37.0,6.0,3.0,11.0,10.0,1.0,1.0,11.0,10.0,11.0,11.0
LWDMI+v3_13+June+2024_18.18,585,2,4,6,5,5,4,6,5,2,6,1,4,2,5,1,4,2,3,4,2,4,3,5,4,4,5,3,5,5,5,4,6,5,3,45.0,35.0,54.0,6.0,3.0,8.0,10.0,1.0,1.0,10.0,6.0,8.0,6.0
LWDMI+v3_13+June+2024_18.19,586,5,5,5,5,6,5,1,6,5,6,4,3,4,4,4,3,2,3,4,4,2,4,4,4,4,2,4,2,3,3,3,3,2,3,49.0,41.0,37.0,3.0,10.0,9.0,9.0,1.0,1.0,8.0,7.0,3.0,3.0
LWDMI+v3_13+June+2024_18.20,587,5,5,3,4,5,5,5,5,3,4,1,1,1,2,1,1,1,1,1,1,5,6,1,1,1,2,1,1,1,1,1,2,1,3,44.0,22.0,16.0,10.0,3.0,9.0,9.0,1.0,10.0,10.0,9.0,2.0,11.0
LWDMI+v3_13+June+2024_18.21,588,6,6,6,2,6,6,6,6,1,6,1,5,1,2,1,2,2,1,2,6,6,6,2,5,2,4,2,6,2,2,2,5,5,1,51.0,35.0,38.0,3.0,10.0,10.0,2.0,1.0,10.0,10.0,2.0,2.0,2.0
LWDMI+v3_13+June+2024_18.22,589,5,6,6,4,5,6,6,5,1,6,1,1,1,2,4,4,2,1,2,1,2,6,2,5,5,6,1,6,6,5,2,5,5,1,50.0,27.0,49.0,6.0,6.0,11.0,11.0,1.0,1.0,11.0,8.0,10.0,9.0
LWDMI+v3_13+June+2024_18.23,590,5,6,6,5,6,6,4,6,2,4,1,2,2,2,2,2,1,2,2,2,2,4,2,4,2,2,2,4,2,4,4,3,4,2,50.0,24.0,35.0,9.0,11.0,10.0,11.0,2.0,1.0,11.0,10.0,2.0,10.0
LWDMI+v3_13+June+2024_18.24,591,4,6,6,5,5,6,6,6,4,6,1,2,1,1,3,2,2,2,4,2,5,5,1,2,1,1,1,1,1,2,1,6,3,2,54.0,30.0,22.0,9.0,8.0,9.0,8.0,1.0,2.0,8.0,4.0,2.0,2.0
LWDMI+v3_13+June+2024_18.26,593,5,6,5,4,5,5,5,6,4,6,1,3,3,2,3,2,2,2,2,2,5,5,2,2,2,4,3,2,1,2,5,3,4,2,51.0,32.0,32.0,1.0,1.0,11.0,10.0,2.0,2.0,9.0,3.0,2.0,7.0
LWDMI+v3_13+June+2024_18.31,598,5,5,5,5,6,5,5,5,5,5,1,1,1,1,2,2,2,2,2,2,5,5,2,5,3,5,2,5,2,2,4,2,4,3,51.0,26.0,39.0,1.0,11.0,11.0,1.0,11.0,1.0,11.0,11.0,11.0,11.0
LWDMI+v3_13+June+2024_18.32,599,4,6,6,5,6,6,6,6,5,6,1,1,2,2,1,1,1,1,2,1,4,6,2,1,1,1,2,1,1,1,2,4,4,2,56.0,23.0,22.0,10.0,3.0,11.0,1.0,1.0,2.0,11.0,3.0,1.0,11.0
LWDMI+v3_13+June+2024_18.33,600,6,6,5,2,5,6,6,6,6,6,1,1,1,1,1,6,6,6,6,1,2,1,4,5,2,3,1,5,1,1,4,2,5,6,54.0,33.0,39.0,9.0,10.0,9.0,9.0,2.0,10.0,8.0,3.0,2.0,2.0
LWDMI+v3_13+June+2024_18.40,607,4,6,5,5,6,6,6,6,4,5,2,1,1,1,1,2,1,1,3,2,4,5,3,2,2,5,4,3,4,4,3,4,5,2,53.0,24.0,41.0,2.0,11.0,11.0,11.0,10.0,1.0,11.0,6.0,3.0,3.0
LWDMI+v3_13+June+2024_18.43,610,5,6,4,3,6,5,6,5,3,6,1,2,2,3,2,1,2,1,2,2,4,5,2,2,1,2,1,1,1,1,2,4,5,2,49.0,27.0,24.0,10.0,11.0,10.0,1.0,11.0,2.0,10.0,2.0,11.0,11.0
LWDMI+v3_13+June+2024_18.46,613,6,6,6,3,6,6,6,5,4,6,1,2,1,1,1,2,1,2,4,2,5,5,3,1,3,3,1,5,2,1,3,3,5,3,54.0,27.0,33.0,10.0,2.0,3.0,10.0,2.0,4.0,11.0,1.0,9.0,3.0
LWDMI+v3_13+June+2024_18.47,614,5,6,6,5,5,5,6,6,5,6,1,3,2,2,2,3,2,3,4,2,5,5,3,4,3,3,2,3,3,1,4,5,5,3,55.0,34.0,39.0,10.0,10.0,3.0,11.0,1.0,1.0,8.0,10.0,11.0,11.0
LWDMI+v3_13+June+2024_18.48,615,5,5,5,4,6,6,6,6,5,6,1,1,1,1,1,1,1,1,2,2,6,5,4,4,4,5,4,5,4,5,5,5,5,5,54.0,23.0,55.0,3.0,2.0,9.0,2.0,2.0,2.0,3.0,1.0,9.0,9.0
LWDMI+v3_13+June+2024_18.49,616,5,6,6,4,5,6,6,6,6,6,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,3,1,1,1,4,4,6,6,3,56.0,14.0,34.0,10.0,2.0,11.0,11.0,11.0,1.0,10.0,10.0,11.0,11.0
LWDMI+v3_13+June+2024_18.50,617,5,6,6,2,5,6,6,6,3,6,3,2,4,2,3,4,3,3,3,3,5,5,4,3,3,4,2,3,3,2,4,4,4,4,51.0,40.0,40.0,9.0,10.0,11.0,3.0,1.0,9.0,10.0,4.0,10.0,9.0
LWDMI+v3_13+June+2024_18.51,618,4,4,4,4,4,5,5,5,5,5,5,5,5,2,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,45.0,39.0,24.0,3.0,8.0,10.0,10.0,3.0,3.0,11.0,3.0,10.0,10.0
LWDMI+v3_13+June+2024_18.52,619,5,6,6,4,5,5,5,5,5,5,3,4,4,2,2,3,4,4,3,4,2,5,5,5,6,6,6,6,6,6,6,5,6,6,51.0,40.0,69.0,8.0,4.0,10.0,6.0,10.0,9.0,9.0,4.0,7.0,5.0
LWDMI+v3_13+June+2024_18.53,620,4,6,5,4,5,5,4,5,3,6,2,4,2,2,3,3,2,3,3,2,3,4,3,2,2,2,2,2,2,2,4,2,4,2,47.0,33.0,29.0,9.0,3.0,10.0,4.0,1.0,8.0,10.0,4.0,3.0,3.0
LWDMI+v3_13+June+2024_18.54,621,6,5,6,6,5,6,6,6,4,6,1,1,1,1,1,1,1,1,1,1,1,6,4,2,2,2,1,1,1,1,2,2,3,2,56.0,17.0,23.0,8.0,3.0,11.0,3.0,2.0,2.0,9.0,9.0,10.0,9.0
LWDMI+v3_13+June+2024_18.56,623,2,6,6,4,6,6,5,5,3,6,1,5,4,2,1,2,2,2,2,2,2,6,3,5,3,4,2,2,2,2,3,4,5,5,49.0,31.0,40.0,9.0,4.0,9.0,9.0,1.0,1.0,10.0,4.0,2.0,9.0
LWDMI+v3_13+June+2024_18.61,628,5,6,6,5,6,6,6,6,5,5,1,2,2,1,2,2,2,1,2,2,4,5,3,2,5,5,2,5,4,5,5,2,5,3,56.0,26.0,46.0,6.0,4.0,4.0,9.0,3.0,2.0,9.0,5.0,10.0,9.0
LWDMI+v3_13+June+2024_18.62,629,4,6,6,3,6,6,6,3,5,6,1,3,2,1,4,3,1,1,1,1,3,5,2,1,1,1,1,1,1,1,1,4,5,4,51.0,26.0,23.0,3.0,11.0,11.0,8.0,3.0,9.0,8.0,3.0,8.0,6.0
LWDMI+v3_13+June+2024_18.63,630,6,6,6,4,5,6,5,6,4,5,1,4,3,4,2,3,2,2,3,4,5,3,4,4,2,2,1,4,3,2,5,3,4,3,53.0,36.0,37.0,6.0,11.0,4.0,9.0,11.0,11.0,11.0,3.0,11.0,10.0
LWDMI+v3_13+June+2024_18.66,633,4,5,5,4,5,5,5,4,5,6,2,3,2,2,2,2,2,3,2,2,4,5,4,2,4,4,3,4,2,2,3,3,4,3,48.0,31.0,38.0,2.0,3.0,1.0,11.0,1.0,1.0,11.0,1.0,10.0,11.0
LWDMI+v3_13+June+2024_18.67,634,5,6,6,6,6,6,5,6,4,6,2,4,3,3,1,1,1,1,3,2,4,5,6,5,3,4,2,4,1,1,5,5,5,4,56.0,30.0,45.0,10.0,3.0,3.0,10.0,10.0,2.0,10.0,3.0,10.0,10.0
LWDMI+v3_13+June+2024_18.68,635,5,6,6,5,5,6,6,5,5,6,1,2,1,1,4,3,2,4,3,1,4,6,2,1,1,2,1,2,2,4,3,4,4,2,55.0,32.0,28.0,9.0,10.0,9.0,3.0,2.0,2.0,11.0,1.0,9.0,2.0
LWDMI+v3_13+June+2024_18.69,636,5,6,5,4,5,5,5,5,4,5,2,4,5,4,3,5,2,3,4,2,2,3,4,1,2,2,2,3,2,2,4,3,4,4,49.0,39.0,33.0,9.0,2.0,9.0,4.0,2.0,10.0,9.0,3.0,11.0,10.0
LWDMI+v3_13+June+2024_18.72,639,6,6,6,5,6,6,6,6,2,6,1,5,1,1,2,1,1,1,2,1,6,5,5,5,5,5,5,6,2,6,5,6,5,2,55.0,27.0,57.0,3.0,9.0,8.0,5.0,10.0,10.0,3.0,9.0,9.0,9.0
LWDMI+v3_13+June+2024_18.73,640,5,5,4,5,4,5,5,5,5,6,2,5,1,4,4,3,4,2,4,5,5,3,4,2,4,4,2,2,1,2,4,4,2,3,49.0,42.0,34.0,11.0,1.0,11.0,1.0,11.0,11.0,11.0,11.0,11.0,11.0
LWDMI+v3_13+June+2024_18.74,641,4,5,6,4,5,6,5,5,5,6,3,2,1,2,2,2,2,3,2,4,5,3,3,4,4,5,4,5,4,4,4,5,5,3,51.0,31.0,50.0,11.0,11.0,9.0,8.0,1.0,9.0,8.0,4.0,10.0,11.0
LWDMI+v3_13+June+2024_18.76,643,4,6,5,4,5,6,5,6,4,5,2,3,3,2,2,2,1,1,4,3,2,5,4,4,5,5,5,6,6,6,6,6,6,4,50.0,30.0,63.0,8.0,9.0,11.0,10.0,1.0,3.0,10.0,3.0,10.0,9.0
LWDMI+v3_13+June+2024_18.77,644,5,5,4,3,5,4,5,5,4,5,3,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,45.0,44.0,48.0,5.0,3.0,10.0,10.0,2.0,1.0,10.0,3.0,10.0,5.0
LWDMI+v3_13+June+2024_18.78,645,5,6,5,6,6,6,6,6,5,5,1,3,4,5,2,5,1,4,2,6,5,2,4,4,4,5,4,4,3,4,4,3,5,3,56.0,40.0,47.0,10.0,2.0,2.0,10.0,1.0,1.0,10.0,9.0,2.0,9.0
LWDMI+v3_13+June+2024_18.79,646,5,5,6,5,5,5,4,5,6,5,5,5,5,5,5,5,5,6,6,5,5,2,5,6,5,5,4,4,4,3,4,6,4,4,51.0,59.0,54.0,8.0,8.0,3.0,10.0,3.0,9.0,9.0,9.0,9.0,7.0
LWDMI+v3_13+June+2024_18.91,658,4,6,6,4,6,5,5,5,5,6,1,1,1,5,3,2,1,2,2,1,5,6,4,4,2,4,1,4,2,1,5,6,3,5,52.0,30.0,41.0,10.0,8.0,3.0,9.0,2.0,2.0,11.0,1.0,8.0,9.0
LWDMI+v3_13+June+2024_18.92,659,5,6,6,6,6,5,6,4,5,6,1,4,2,5,3,1,2,2,2,6,6,3,4,1,4,4,1,5,1,1,5,5,4,5,55.0,37.0,40.0,11.0,1.0,6.0,11.0,6.0,3.0,11.0,6.0,11.0,9.0
LWDMI+v3_13+June+2024_18.93,660,6,5,6,6,6,6,6,6,1,4,4,5,5,6,3,4,4,4,4,6,5,2,6,5,5,5,3,4,4,3,5,6,5,5,52.0,52.0,56.0,10.0,2.0,11.0,10.0,1.0,1.0,11.0,1.0,11.0,11.0
LWDMI+v3_13+June+2024_18.94,661,4,6,5,4,5,5,6,5,4,6,1,5,4,2,1,1,2,2,3,2,5,4,2,3,3,4,2,2,2,2,2,4,2,2,50.0,32.0,30.0,9.0,1.0,9.0,10.0,10.0,2.0,11.0,4.0,11.0,1.0
LWDMI+v3_13+June+2024_18.100,667,4,6,5,5,5,6,4,6,3,4,3,2,3,1,2,2,1,3,4,4,5,3,5,4,5,5,5,5,5,5,5,3,5,3,48.0,33.0,55.0,11.0,1.0,11.0,11.0,1.0,10.0,11.0,11.0,11.0,9.0
LWDMI+v3_13+June+2024_18.112,679,6,5,6,5,6,6,6,6,4,6,2,4,2,2,2,3,1,2,2,2,5,4,4,2,2,4,4,5,5,5,5,6,6,3,56.0,31.0,51.0,9.0,9.0,3.0,3.0,9.0,1.0,6.0,1.0,1.0,10.0
LWDMI+v3_13+June+2024_18.113,680,6,3,6,4,6,6,6,5,3,6,1,3,5,6,2,2,4,3,4,2,6,5,6,6,6,6,6,5,5,5,5,3,6,3,51.0,43.0,62.0,10.0,1.0,8.0,10.0,1.0,1.0,11.0,11.0,11.0,11.0
LWDMI+v3_13+June+2024_18.114,681,5,4,6,5,4,5,3,5,5,5,2,5,5,5,3,3,2,4,3,4,3,3,4,5,5,5,3,5,2,2,5,5,5,4,47.0,42.0,50.0,6.0,6.0,11.0,1.0,6.0,4.0,6.0,11.0,7.0,1.0
LWDMI+v3_13+June+2024_18.115,682,5,6,6,4,5,6,6,6,4,6,1,2,1,2,1,1,1,1,1,2,5,6,2,6,4,3,3,3,2,1,5,4,5,1,54.0,24.0,39.0,9.0,2.0,11.0,3.0,2.0,1.0,8.0,2.0,9.0,3.0
LWDMI+v3_13+June+2024_18.116,683,5,6,6,4,5,5,5,5,3,6,2,3,2,1,2,2,2,4,4,3,5,4,4,5,4,5,3,4,3,4,4,6,4,3,50.0,34.0,49.0,3.0,9.0,3.0,10.0,1.0,1.0,11.0,4.0,8.0,9.0
LWDMI+v3_13+June+2024_18.117,684,5,5,5,2,5,5,4,4,3,5,2,2,4,3,3,2,3,3,2,2,5,5,4,5,5,5,4,4,2,2,4,5,5,4,43.0,36.0,49.0,9.0,9.0,10.0,4.0,2.0,1.0,11.0,9.0,2.0,2.0
LWDMI+v3_13+June+2024_18.118,685,4,6,5,5,5,6,6,5,4,5,5,4,5,5,5,5,4,5,5,5,3,3,4,4,4,4,3,4,4,4,3,4,4,4,51.0,54.0,46.0,9.0,8.0,11.0,2.0,2.0,2.0,10.0,4.0,4.0,2.0
LWDMI+v3_13+June+2024_18.119,686,5,6,6,6,5,6,6,6,4,6,3,3,2,2,1,3,2,4,4,4,2,5,2,2,2,3,1,4,1,2,3,1,3,3,56.0,35.0,27.0,3.0,8.0,3.0,8.0,3.0,3.0,4.0,8.0,2.0,6.0
LWDMI+v3_13+June+2024_18.120,687,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,30.0,36.0,36.0,2.0,11.0,11.0,8.0,1.0,1.0,9.0,1.0,3.0,8.0
LWDMI+v3_13+June+2024_18.128,695,5,5,5,4,4,4,6,5,5,6,2,3,3,2,3,2,3,2,2,2,4,4,4,3,4,4,3,3,3,3,4,4,4,4,49.0,32.0,43.0,9.0,1.0,11.0,11.0,2.0,2.0,11.0,2.0,10.0,3.0
LWDMI+v3_13+June+2024_18.129,696,6,6,6,5,6,6,5,6,1,6,1,2,1,1,2,1,1,2,1,3,3,3,6,1,1,2,1,4,4,2,6,2,4,2,53.0,21.0,35.0,9.0,9.0,10.0,2.0,1.0,1.0,11.0,11.0,9.0,11.0
LWDMI+v3_13+June+2024_18.130,697,4,5,5,5,5,5,5,5,4,5,1,2,3,1,4,3,2,3,2,5,3,4,4,2,3,4,3,3,2,5,4,4,3,3,48.0,33.0,40.0,10.0,1.0,11.0,11.0,10.0,10.0,9.0,3.0,1.0,1.0
LWDMI+v3_13+June+2024_18.131,698,4,6,5,4,5,6,6,6,3,4,2,5,4,2,2,2,4,2,4,2,3,2,5,3,3,4,4,4,2,2,3,4,4,3,49.0,34.0,41.0,11.0,11.0,11.0,11.0,1.0,1.0,11.0,1.0,1.0,10.0
LWDMI+v3_13+June+2024_18.132,699,5,4,6,2,6,3,3,6,2,5,1,1,1,1,2,1,2,1,1,1,3,3,3,1,3,3,1,1,1,1,4,1,2,1,42.0,18.0,22.0,4.0,4.0,10.0,3.0,2.0,1.0,9.0,6.0,1.0,1.0
